"","demonimador","numerador","Frequência","Qtd_0_Denom","Qtd_1_Denom","D0N0","D0N1","D1N0","D1N1"
"392","RMDQ22_v1","Desempregado","0.15625","147","32","126","21","27","5"
"393","RMDQ23_v1","Desempregado","0.193548387096774","148","31","128","20","25","6"
"394","RMDQ24_v1","Desempregado","0.172413793103448","150","29","129","21","24","5"
"395","DN4_1a_v1","Desempregado","0.126582278481013","102","79","86","16","69","10"
"396","DN4_1b_v1","Desempregado","0.119047619047619","138","42","117","21","37","5"
"397","DN4_1c_v1","Desempregado","0.0851063829787234","136","47","114","22","43","4"
"398","DN4_2a_v1","Desempregado","0.113636363636364","139","44","118","21","39","5"
"399","DN4_2b_v1","Desempregado","0.1","133","50","112","21","45","5"
"400","DN4_2c_v1","Desempregado","0.0784313725490196","130","51","108","22","47","4"
"401","DN4_2d_v1","Desempregado","0.333333333333333","177","6","153","24","4","2"
"402","DN4_3a_v1","Desempregado","0.6","178","5","155","23","2","3"
"403","DN4_3b_v1","Desempregado","0.5","177","6","154","23","3","3"
"404","DN4_4_v1","Desempregado","0.75","179","4","156","23","1","3"
"405","Fuma","Licenca_Medica","0.2","142","45","133","9","36","9"
"406","Cirurgia_coluna","Licenca_Medica","0.138888888888889","110","72","107","3","62","10"
"407","Aposentado","Licenca_Medica","0.138888888888889","163","36","149","14","31","5"
"408","Desempregado","Licenca_Medica","0.266666666666667","166","30","155","11","22","8"
"409","Licenca_Medica","Licenca_Medica","1","180","19","180","0","0","19"
"410","Aposentado_Invalidez","Licenca_Medica","0.375","184","8","169","15","5","3"
"411","Analg.e9.sicos","Licenca_Medica","0.088","66","125","58","8","114","11"
"412","OutraDoenca","Licenca_Medica","0.0985915492957746","122","71","110","12","64","7"
"413","Dor_costas","Licenca_Medica","0.137931034482759","75","116","72","3","100","16"
"414","Dor_pernas","Licenca_Medica","0.2","129","60","122","7","48","12"
"415","Retornar_trabalho","Licenca_Medica","0.15","155","20","141","14","17","3"
"416","Masc","Licenca_Medica","0.0923076923076923","69","130","62","7","118","12"
"417","Fem","Licenca_Medica","0.101449275362319","130","69","118","12","62","7"
"418","Casado_Amasiado","Licenca_Medica","0.0617283950617284","107","81","93","14","76","5"
"419","Solteiro","Licenca_Medica","0.148148148148148","107","81","100","7","69","12"
"420","Separado_Divorciado","Licenca_Medica","0.125","180","8","162","18","7","1"
"421","X4","Licenca_Medica","0","185","3","166","19","3","0"
"422","X5","Licenca_Medica","0","184","4","165","19","4","0"
"423","X6","Licenca_Medica","0.0909090909090909","177","11","159","18","10","1"
"424","Livrar_costas","Licenca_Medica","0.142857142857143","14","105","13","1","90","15"
"425","Livrar_perna","Licenca_Medica","0.0769230769230769","106","13","91","15","12","1"
"426","Livrar_perda_sens","Licenca_Medica","0","118","1","102","16","1","0"
"427","D1","Licenca_Medica","0","131","1","113","18","1","0"
"428","D15","Licenca_Medica","0.5","126","6","111","15","3","3"
"429","D16","Licenca_Medica","0.15","112","20","97","15","17","3"
"430","D17","Licenca_Medica","0.4","127","5","111","16","3","2"
"431","D18","Licenca_Medica","0.1875","116","16","101","15","13","3"
"432","D19","Licenca_Medica","0.142857142857143","125","7","108","17","6","1"
"433","D2","Licenca_Medica","0.25","124","8","108","16","6","2"
"434","D20","Licenca_Medica","0.25","124","8","108","16","6","2"
"435","D21","Licenca_Medica","0.142857142857143","125","7","108","17","6","1"
"436","D22","Licenca_Medica","0.5","130","2","113","17","1","1"
"437","D23","Licenca_Medica","0","130","2","112","18","2","0"
"438","D24","Licenca_Medica","0.153846153846154","106","26","92","14","22","4"
"439","D25","Licenca_Medica","0","128","4","110","18","4","0"
"440","D26","Licenca_Medica","0.5","130","2","113","17","1","1"
"441","D27","Licenca_Medica","0.2","127","5","110","17","4","1"
"442","D28","Licenca_Medica","0.166666666666667","126","6","109","17","5","1"
"443","D29","Licenca_Medica","0.19047619047619","90","42","80","10","34","8"
"444","D3","Licenca_Medica","0","130","2","112","18","2","0"
"445","D30","Licenca_Medica","0.161290322580645","70","62","62","8","52","10"
"446","D31","Licenca_Medica","0.25","116","16","102","14","12","4"
"447","D32","Licenca_Medica","0.162162162162162","95","37","83","12","31","6"
"448","D33","Licenca_Medica","0","121","11","103","18","11","0"
"449","D34","Licenca_Medica","0.666666666666667","129","3","113","16","1","2"
"450","D35","Licenca_Medica","0.5","130","2","113","17","1","1"
"451","D36","Licenca_Medica","0.428571428571429","125","7","110","15","4","3"
"452","D37","Licenca_Medica","0.272727272727273","110","22","98","12","16","6"
"453","D38","Licenca_Medica","0.5","130","2","113","17","1","1"
"454","D39","Licenca_Medica","0.0666666666666667","117","15","100","17","14","1"
"455","D4","Licenca_Medica","0.25","128","4","111","17","3","1"
"456","D40","Licenca_Medica","0.75","128","4","113","15","1","3"
"457","D41","Licenca_Medica","0.428571428571429","125","7","110","15","4","3"
"458","D42","Licenca_Medica","0.333333333333333","129","3","112","17","2","1"
"459","D43","Licenca_Medica","0.333333333333333","129","3","112","17","2","1"
"460","D44","Licenca_Medica","0.157894736842105","94","38","82","12","32","6"
"461","D45","Licenca_Medica","0.0909090909090909","121","11","104","17","10","1"
"462","D46","Licenca_Medica","0.105263157894737","94","38","80","14","34","4"
"463","D47","Licenca_Medica","0.0909090909090909","121","11","104","17","10","1"
"464","D48","Licenca_Medica","0.115384615384615","106","26","91","15","23","3"
"465","D49","Licenca_Medica","0.0833333333333333","120","12","103","17","11","1"
"466","D5","Licenca_Medica","0.666666666666667","129","3","113","16","1","2"
"467","D50","Licenca_Medica","0.5","130","2","113","17","1","1"
"468","D51","Licenca_Medica","1","131","1","114","17","0","1"
"469","D52","Licenca_Medica","0","130","2","112","18","2","0"
"470","D53","Licenca_Medica","0","130","2","112","18","2","0"
"471","D9","Licenca_Medica","1","131","1","114","17","0","1"
"472","RMDQ1_v1","Licenca_Medica","0.072463768115942","111","69","97","14","64","5"
"473","RMDQ2_v1","Licenca_Medica","0.0810810810810811","106","74","93","13","68","6"
"474","RMDQ3_v1","Licenca_Medica","0.0579710144927536","113","69","98","15","65","4"
"475","RMDQ4_v1","Licenca_Medica","0.04","132","50","115","17","48","2"
"476","RMDQ5_v1","Licenca_Medica","0.0645161290322581","120","62","105","15","58","4"
"477","RMDQ6_v1","Licenca_Medica","0.0816326530612245","133","49","118","15","45","4"
"478","RMDQ7_v1","Licenca_Medica","0.0909090909090909","148","33","132","16","30","3"
"479","RMDQ8_v1","Licenca_Medica","0.125","173","8","155","18","7","1"
"480","RMDQ9_v1","Licenca_Medica","0.107142857142857","153","28","137","16","25","3"
"481","RMDQ10_v1","Licenca_Medica","0.117647058823529","147","34","132","15","30","4"
"482","RMDQ11_v1","Licenca_Medica","0.114285714285714","146","35","131","15","31","4"
"483","RMDQ12_v1","Licenca_Medica","0.105263157894737","143","38","128","15","34","4"
"484","RMDQ13_v1","Licenca_Medica","0.0789473684210526","143","38","127","16","35","3"
"485","RMDQ14_v1","Licenca_Medica","0.0975609756097561","140","41","125","15","37","4"
"486","RMDQ15_v1","Licenca_Medica","0.125","157","24","141","16","21","3"
"487","RMDQ16_v1","Licenca_Medica","0.1","151","30","135","16","27","3"
"488","RMDQ17_v1","Licenca_Medica","0.1","141","40","126","15","36","4"
"489","RMDQ18_v1","Licenca_Medica","0.133333333333333","151","30","136","15","26","4"
"490","RMDQ19_v1","Licenca_Medica","0.153846153846154","155","26","140","15","22","4"
"491","RMDQ20_v1","Licenca_Medica","0.129032258064516","150","31","135","15","27","4"
"492","RMDQ21_v1","Licenca_Medica","0.1","141","40","126","15","36","4"
"493","RMDQ22_v1","Licenca_Medica","0.125","149","32","134","15","28","4"
"494","RMDQ23_v1","Licenca_Medica","0.129032258064516","150","31","135","15","27","4"
"495","RMDQ24_v1","Licenca_Medica","0.137931034482759","152","29","137","15","25","4"
"496","DN4_1a_v1","Licenca_Medica","0.125","102","80","95","7","70","10"
"497","DN4_1b_v1","Licenca_Medica","0.0476190476190476","139","42","124","15","40","2"
"498","DN4_1c_v1","Licenca_Medica","0.170212765957447","137","47","128","9","39","8"
"499","DN4_2a_v1","Licenca_Medica","0.0909090909090909","140","44","127","13","40","4"
"500","DN4_2b_v1","Licenca_Medica","0.176470588235294","133","51","125","8","42","9"
"501","DN4_2c_v1","Licenca_Medica","0.0980392156862745","131","51","119","12","46","5"
"502","DN4_2d_v1","Licenca_Medica","0.5","178","6","164","14","3","3"
"503","DN4_3a_v1","Licenca_Medica","0.4","179","5","164","15","3","2"
"504","DN4_3b_v1","Licenca_Medica","0.333333333333333","178","6","163","15","4","2"
"505","DN4_4_v1","Licenca_Medica","0.5","180","4","165","15","2","2"
"506","Fuma","Aposentado_Invalidez","0.113636363636364","138","44","135","3","39","5"
"507","Cirurgia_coluna","Aposentado_Invalidez","0.028169014084507","110","71","107","3","69","2"
"508","Aposentado","Aposentado_Invalidez","0.0285714285714286","159","35","152","7","34","1"
"509","Desempregado","Aposentado_Invalidez","0.103448275862069","162","29","157","5","26","3"
"510","Licenca_Medica","Aposentado_Invalidez","0.166666666666667","174","18","169","5","15","3"
"511","Aposentado_Invalidez","Aposentado_Invalidez","1","189","8","189","0","0","8"
"512","Analg.e9.sicos","Aposentado_Invalidez","0.0555555555555556","64","126","63","1","119","7"
"513","OutraDoenca","Aposentado_Invalidez","0.0694444444444444","120","72","117","3","67","5"
"514","Dor_costas","Aposentado_Invalidez","0.0608695652173913","75","115","74","1","108","7"
"515","Dor_pernas","Aposentado_Invalidez","0.11864406779661","129","59","128","1","52","7"
"516","Retornar_trabalho","Aposentado_Invalidez","0.19047619047619","153","21","150","3","17","4"
"517","Masc","Aposentado_Invalidez","0.03125","69","128","65","4","124","4"
"518","Fem","Aposentado_Invalidez","0.0579710144927536","128","69","124","4","65","4"
"519","Casado_Amasiado","Aposentado_Invalidez","0.036144578313253","103","83","98","5","80","3"
"520","Solteiro","Aposentado_Invalidez","0.051948051948052","109","77","105","4","73","4"
"521","Separado_Divorciado","Aposentado_Invalidez","0","178","8","170","8","8","0"
"522","X4","Aposentado_Invalidez","0","183","3","175","8","3","0"
"523","X5","Aposentado_Invalidez","0","182","4","174","8","4","0"
"524","X6","Aposentado_Invalidez","0.0909090909090909","175","11","168","7","10","1"
"525","Livrar_costas","Aposentado_Invalidez","0.0588235294117647","15","102","13","2","96","6"
"526","Livrar_perna","Aposentado_Invalidez","0.153846153846154","104","13","98","6","11","2"
"527","Livrar_perda_sens","Aposentado_Invalidez","0","115","2","107","8","2","0"
"528","D1","Aposentado_Invalidez","0","130","1","122","8","1","0"
"529","D15","Aposentado_Invalidez","0.166666666666667","125","6","118","7","5","1"
"530","D16","Aposentado_Invalidez","0.157894736842105","112","19","107","5","16","3"
"531","D17","Aposentado_Invalidez","0","126","5","118","8","5","0"
"532","D18","Aposentado_Invalidez","0.0625","115","16","108","7","15","1"
"533","D19","Aposentado_Invalidez","0.142857142857143","124","7","117","7","6","1"
"534","D2","Aposentado_Invalidez","0.125","123","8","116","7","7","1"
"535","D20","Aposentado_Invalidez","0.125","123","8","116","7","7","1"
"536","D21","Aposentado_Invalidez","0","124","7","116","8","7","0"
"537","D22","Aposentado_Invalidez","0","129","2","121","8","2","0"
"538","D23","Aposentado_Invalidez","0","129","2","121","8","2","0"
"539","D24","Aposentado_Invalidez","0.115384615384615","105","26","100","5","23","3"
"540","D25","Aposentado_Invalidez","0","127","4","119","8","4","0"
"541","D26","Aposentado_Invalidez","0","129","2","121","8","2","0"
"542","D27","Aposentado_Invalidez","0.2","126","5","119","7","4","1"
"543","D28","Aposentado_Invalidez","0","125","6","117","8","6","0"
"544","D29","Aposentado_Invalidez","0.119047619047619","89","42","86","3","37","5"
"545","D3","Aposentado_Invalidez","0.5","129","2","122","7","1","1"
"546","D30","Aposentado_Invalidez","0.114754098360656","70","61","69","1","54","7"
"547","D31","Aposentado_Invalidez","0.0625","115","16","108","7","15","1"
"548","D32","Aposentado_Invalidez","0.111111111111111","95","36","91","4","32","4"
"549","D33","Aposentado_Invalidez","0","121","10","113","8","10","0"
"550","D34","Aposentado_Invalidez","0","128","3","120","8","3","0"
"551","D35","Aposentado_Invalidez","0","129","2","121","8","2","0"
"552","D36","Aposentado_Invalidez","0","124","7","116","8","7","0"
"553","D37","Aposentado_Invalidez","0.0909090909090909","109","22","103","6","20","2"
"554","D38","Aposentado_Invalidez","0","129","2","121","8","2","0"
"555","D39","Aposentado_Invalidez","0.0666666666666667","116","15","109","7","14","1"
"556","D4","Aposentado_Invalidez","0.25","127","4","120","7","3","1"
"557","D40","Aposentado_Invalidez","0","127","4","119","8","4","0"
"558","D41","Aposentado_Invalidez","0.142857142857143","124","7","117","7","6","1"
"559","D42","Aposentado_Invalidez","0","128","3","120","8","3","0"
"560","D43","Aposentado_Invalidez","0","128","3","120","8","3","0"
"561","D44","Aposentado_Invalidez","0.108108108108108","94","37","90","4","33","4"
"562","D45","Aposentado_Invalidez","0.1","121","10","114","7","9","1"
"563","D46","Aposentado_Invalidez","0.131578947368421","93","38","90","3","33","5"
"564","D47","Aposentado_Invalidez","0.181818181818182","120","11","114","6","9","2"
"565","D48","Aposentado_Invalidez","0.0769230769230769","105","26","99","6","24","2"
"566","D49","Aposentado_Invalidez","0","119","12","111","8","12","0"
"567","D5","Aposentado_Invalidez","0","128","3","120","8","3","0"
"568","D50","Aposentado_Invalidez","0","129","2","121","8","2","0"
"569","D51","Aposentado_Invalidez","0","130","1","122","8","1","0"
"570","D52","Aposentado_Invalidez","0","129","2","121","8","2","0"
"571","D53","Aposentado_Invalidez","0","129","2","121","8","2","0"
"572","D9","Aposentado_Invalidez","0","130","1","122","8","1","0"
"573","RMDQ1_v1","Aposentado_Invalidez","0.0895522388059701","111","67","109","2","61","6"
"574","RMDQ2_v1","Aposentado_Invalidez","0.0684931506849315","105","73","102","3","68","5"
"575","RMDQ3_v1","Aposentado_Invalidez","0.0434782608695652","111","69","106","5","66","3"
"576","RMDQ4_v1","Aposentado_Invalidez","0","129","51","121","8","51","0"
"577","RMDQ5_v1","Aposentado_Invalidez","0.0634920634920635","117","63","113","4","59","4"
"578","RMDQ6_v1","Aposentado_Invalidez","0.08","130","50","126","4","46","4"
"579","RMDQ7_v1","Aposentado_Invalidez","0.121212121212121","146","33","142","4","29","4"
"580","RMDQ8_v1","Aposentado_Invalidez","0","171","8","163","8","8","0"
"581","RMDQ9_v1","Aposentado_Invalidez","0.142857142857143","151","28","147","4","24","4"
"582","RMDQ10_v1","Aposentado_Invalidez","0.117647058823529","145","34","141","4","30","4"
"583","RMDQ11_v1","Aposentado_Invalidez","0.111111111111111","143","36","139","4","32","4"
"584","RMDQ12_v1","Aposentado_Invalidez","0.105263157894737","141","38","137","4","34","4"
"585","RMDQ13_v1","Aposentado_Invalidez","0.1","139","40","135","4","36","4"
"586","RMDQ14_v1","Aposentado_Invalidez","0.0731707317073171","138","41","133","5","38","3"
"587","RMDQ15_v1","Aposentado_Invalidez","0.12","154","25","149","5","22","3"
"588","RMDQ16_v1","Aposentado_Invalidez","0.0967741935483871","148","31","143","5","28","3"
"589","RMDQ17_v1","Aposentado_Invalidez","0.075","139","40","134","5","37","3"
"590","RMDQ18_v1","Aposentado_Invalidez","0.1","149","30","144","5","27","3"
"591","RMDQ19_v1","Aposentado_Invalidez","0.153846153846154","153","26","149","4","22","4"
"592","RMDQ20_v1","Aposentado_Invalidez","0.129032258064516","148","31","144","4","27","4"
"593","RMDQ21_v1","Aposentado_Invalidez","0.102564102564103","140","39","136","4","35","4"
"594","RMDQ22_v1","Aposentado_Invalidez","0.125","147","32","143","4","28","4"
"595","RMDQ23_v1","Aposentado_Invalidez","0.129032258064516","148","31","144","4","27","4"
"596","RMDQ24_v1","Aposentado_Invalidez","0.137931034482759","150","29","146","4","25","4"
